Country Name,Country Code,Series Name,Series Code,1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Afghanistan,AFG,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-8.69061107515853,36.6968865143495,17.2997573519141,39.1483980010536,10.4185509040394,11.6426533448606,9.28612074620952,10.8984687299789,13.4654681518424,8.8823768145632,22.1729839889591,7.56720271740483,1.33134723272583,3.60164269400536,6.18627294904708,-6.69414642430267,-0.643629958559885,4.25879003967056,-2.87520717751087,6.92012381102656,8.35580945221837,2.39696427665533
Algeria,DZA,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,18.6440617638613,-1.42857571428567,13.0434831758036,39.7435858974358,79.8165095362343,34.6938844231574,3.78787689393931,32.4817589868935,15.7024724404075,0.238094529478289,17.1021432834392,19.8782948092771,1.8612541360682,0.166112620445659,21.8905451333713,5.98639031570181,-10.9114183639535,-14.1210421222664,32.550342156885,52.7848080096137,14.8301598665336,43.7950922420459,25.5393833884478,7.83373262090559,44.0293284821208,48.5363179981741,6.61467452528022,-3.59954569652228,7.43225209771221,15.7349773318658,7.59999999999998,11.2,23.2,5.10000000000028,12.5,6.39999999999965,-1.49999999999959,11.8999999999993,15.4000000000006,12.7999999999995,4.50000000000006,-4.59999999999981,13.8000000000001,9.79999999999997,8.39999999999993,6.89999999999988,-2.7999999999999,-7.10000000000018,-3.59999999999985
American Samoa,ASM,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.640204865556981,-13.0154639175258,0.148148148148138,-3.84615384615384,-3.69230769230769,2.07667731629392,-12.9890453834116,-11.1510791366906,-6.88259109311741,4.1304347826087,3.13152400835072,11.1336032388664,4.735883424408,-2.95652173913044,-12.5448028673835,-1.84426229508196
Andorra,AND,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,156.372741624531,108.684403531162,9.69,7.12999999483115,11.9499999954245,6.34999999777281,7.60000000614892,18.1699999979336,-0.47443460733308,-11.7382380832108,10.9500418067016,-0.0894581049362415,4.37864959647156,-5.1584822658351,-23.910321229,-24.7389010888961,11.2331003202549,-15.9754596985064
Antigua and Barbuda,ATG,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,-18.8438087839553,11.9137297793168,-4.86976492712201,-1.30953730911162,5.42829773325006,1.83050585621683,-21.0110921858386,37.1267218648936,-5.18691038827244,54.5944843607437,46.3562293222688,-8.23892425049402,-42.5799726984968,-6.92372572483816,4.70511137819443,-13.0379296481505,17.867442139956,11.4851676937702,-9.2080451755959,-16.5166879580784,-1.89991697919132,80.0556990474796,65.6839613860558,14.8066091309041,21.1310333497864,-9.80663011567775,17.5290909051155,26.8715531069703,8.41392863721396,-11.2667692103577,-0.157568634686129,-13.9465820702143,-50.0595539300904,37.5653715502142,40.1217800343765,15.8482318854853,10.9918629108731,19.6402842987955,13.5621869851115,-18.4164393852693,35.2044173407524,22.0286165849992,-4.7282632161405,3.88288097811898,-11.4799949143499,4.71131880744483,5.82416303132337,15.3561987365489,-4.73314838717472
Armenia,ARM,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-29.2770162043517,-0.423170851085672,11.9112150146296,-5.17877492642563,-1.7008725184499,7.02325909322252,6.86804119668689,18.2489228853084,27.4084650468727,-3.26882690299271,14.1568258056154,3.76096725341316,12.9947905550832,7.27811244431665,-19.1536240627446,12.8000040534099,-2.29996780899526,-2.73245920338846,-2.05275840136588,-1.02728803291885,-15.1265929741923,7.60946111792036,24.5860989220983,12.8599594323344
Aruba,ABW,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,8.3376161296699,3.06889505181726,-7.97663303239513,1.2619267466913,30.3381458966565,2.57105378224749,-4.90237871941342,9.52124798278643,-4.6851124208688,8.06733274169076,0.100664918275982,9.45563288961813,11.5667311411992,-8.43880027739252,5.98816568047337,16.6391246092005,-0.235492332139913,-4.72672142473326,11.2236881861215,24.8818298712353,5.61662509426301,-5.71475648436748,3.4980412716443,6.59499922610421,7.50039600823698,16.3437216041651,4.68611474648542,9.89434205750696,10.2466009797985,5.11271438200565,12.0476586311998,-0.974331074731694,1.34923013256847,13.1972262311239,13.4988898632386,12.4994520427845,8.13416006273529,10.5649821852464,14.442561374062,-3.42454781373593,7.13877615714375,10.2669786004266,11.3615515659809,0.27401405372693,-2.332813626381,0.963824400291813,-0.118442453402224,4.70643638509371,7.19588388614036
Austria,AUT,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,..,6.28751964381232,12.1462547043284,9.55309331790536,6.90539528997462,-4.6487414087391,17.4175172742436,8.44140920421654,-1.00829981616799,10.2458915437138,5.70770781358199,-0.606332289795262,-3.62894246787894,4.17690912874392,6.64331306125756,5.53794485016978,-3.54124343199531,3.83302972482211,9.44246733083641,10.1583637117818,7.98033032589109,5.1143656294855,2.1161099546681,-5.48947187294006,10.331528825522,5.9048831941932,4.17087927546216,7.2702007106291,5.75765724862127,4.06380707029088,10.1862673250633,5.19232179368545,0.290822725534284,3.50741299619371,7.97514459834707,5.45504063949996,5.85455683431944,5.63498584044086,0.954256343107403,-11.8992176661716,11.9695158579154,5.95427160207254,0.92362741195376,0.694051633859075,2.95661955467415,3.63020213378009,3.65156032067789,5.04137707598208,4.56679746784039
Azerbaijan,AZE,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.8805305787309,46.4415013195821,28.0371971629308,19.9529187382273,-20.6376059661899,7.73687758498774,10.3559833986693,47.5757006548338,43.1625149910487,24.2615919220617,9.46366916600863,14.7285183787456,10.6570615392585,14.327743613825,-5.27477516403545,1.34649977154588,35.5877548553457,2.19999906835935,9.99999968727761,4.13086235167906,..,..,..,..
"Bahamas, The",BHS,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.411986915372097,-3.83335004037923,-7.31016514964507,-0.823483689602796,7.26702434660851,3.04301536163007,10.2067269229807,43.3782595732421,13.3787084361601,2.97286937263085,5.48346296937281,-3.77627169013851,-2.77145075430988,0.340368648143084,3.54009343226159,14.2779492885018,12.2081140937602,-3.68419571109946,-5.89739049410241,-12.2087701894672,-0.3916354003442,7.46552404907798,-3.87537373493883,-2.41714816155577,11.9171424722548,-11.7079647492579,2.34253091494823,10.4356700637961,-0.431076875685449
Bahrain,BHR,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-3.12139073638934,19.102236016759,0.425699599899914,0.985842477151195,8.58771643717118,2.63435580258265,4.44229545743735,17.7974980872599,-13.1656351872383,17.3061393666969,41.3619656817951,27.7011565252242,3.09817486431001,-7.38676969439737,-5.66883753369399,-3.15337368146292,7.60217628754438,5.72435282837967
Bangladesh,BGD,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,11.8617372884032,-21.6048805066044,-0.109838573634065,-50.3955259113986,-37.3372028185838,-10.8254243881657,37.6288792412328,-44.6732968164354,58.6567215815762,10.9633425491283,33.4382991721199,-52.5114973771765,9.40447231100075,-4.14742247327514,-6.46824232460284,7.24193650401965,-4.15855473175178,5.70178850305092,7.49271051507017,15.0471272066181,9.31270816836935,-15.017444094022,-8.79066344136147,37.4189061866458,-6.11108229054398,48.3963952298408,14.1095606216238,3.04121616128769,4.47097064322963,2.30557779153891,10.2339246037897,12.8486289215522,-4.84742393448946,8.5495483416327,84.7494872546147,38.0627867672325,18.1904487333975,15.9860351351274,-1.90123251918443,-2.59965497604931,0.686454981054567,29.1529647046567,10.518559168507,1.21815154685862,1.16832386573525,3.20270518169889,-7.09188462143744,2.87548287249729,27.0124667365153
Barbados,BRB,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
